module_code,xbrl_schema_ref,from_date,to_date,version
GSII_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/gsii/its-005-2020/2020-11-15/mod/gsii_con.json,30-Jun-21,30-Jun-21,1.0.0
MREL_DECISIONS,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/mrel/its-008-2020/2021-02-28/mod/mrel_decisions.json,30-Apr-21,30-Dec-22,1.0.0
MREL_TLAC_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/mrel/its-006-2020/2021-02-28/mod/mrel_tlac_con.json,30-Jun-21,30-Dec-22,1.0.0
MREL_TLAC_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/mrel/its-006-2020/2021-02-28/mod/mrel_tlac_ind.json,30-Jun-21,30-Dec-22,1.0.0
REM,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/rem/gl-2014-07/2021-02-28/mod/rem.json,31-Dec-20,30-Dec-22,1.0.1
REM_HE,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/rem/gl-2014-07/2021-02-28/mod/rem_he.json,31-Dec-20,30-Dec-22,1.0.1
GSII_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/gsii/its-005-2020/2021-02-28/mod/gsii_con.json,30-Jun-21,29-Jun-23,1.0.1
NOTIF_IMPRACTICABILITY,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/imprac/its-009-2020/2021-02-28/mod/notif_impracticability.json,30-Jun-21,30-Dec-22,1.0.0
AE_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/ae/its-005-2020/2021-02-28/mod/ae_con.json,30-Jun-21,29-Jun-23,1.1.1
AE_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/ae/its-005-2020/2021-02-28/mod/ae_ind.json,30-Jun-21,29-Jun-23,1.1.1
IF_CLASS2_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/if/its-002-2021/2021-05-08/mod/if_class2_con.json,30-Sep-21,29-Jun-23,1.1.0
IF_CLASS2_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/if/its-002-2021/2021-05-08/mod/if_class2_ind.json,30-Sep-21,29-Jun-23,1.1.0
IF_CLASS3_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/if/its-002-2021/2021-05-08/mod/if_class3_con.json,30-Sep-21,29-Jun-23,1.1.0
IF_CLASS3_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/if/its-002-2021/2021-05-08/mod/if_class3_ind.json,30-Sep-21,29-Jun-23,1.1.0
IF_GROUPTEST,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/if/its-002-2021/2021-05-08/mod/if_grouptest.json,30-Sep-21,29-Jun-23,1.1.0
RESOL_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/res/cir-2018-1624/2021-07-15/mod/resol_con.json,31-Dec-21,30-Dec-22,1.2.0
RESOL_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/res/cir-2018-1624/2021-07-15/mod/resol_ind.json,31-Dec-21,30-Dec-22,1.2.0
SBPIMV_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cir-2070-2016/2021-07-15/mod/sbpimv_con.json,30-Sep-21,29-Sep-22,1.2.0
SBPIMV_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cir-2070-2016/2021-07-15/mod/sbpimv_ind.json,30-Sep-21,29-Sep-22,1.2.0
SBP_CR_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cir-2070-2016/2021-07-15/mod/sbp_cr_con.json,30-Sep-21,29-Sep-22,1.2.0
SBP_CR_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cir-2070-2016/2021-07-15/mod/sbp_cr_ind.json,30-Sep-21,29-Sep-22,1.2.0
SBP_RM_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cir-2070-2016/2021-07-15/mod/sbp_rm_con.json,30-Sep-21,29-Sep-22,1.2.0
SBP_RM_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cir-2070-2016/2021-07-15/mod/sbp_rm_ind.json,30-Sep-21,29-Sep-22,1.2.0
AE,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/ae/its-005-2020/2022-03-01/mod/ae.json,30-Jun-23,,1.2.0
COREP_ALM,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-005-2020/2022-03-01/mod/corep_alm.json,30-Jun-23,,3.1.0
COREP_FRTB,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-005-2020/2022-03-01/mod/corep_frtb.json,31-Dec-22,,3.1.0
COREP_LCR_DA,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-005-2020/2022-03-01/mod/corep_lcr_da.json,31-Dec-22,,3.1.0
COREP_LE,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-005-2020/2022-03-01/mod/corep_le.json,31-Dec-22,,3.1.0
COREP_LR,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-005-2020/2022-03-01/mod/corep_lr.json,31-Dec-22,30-Mar-25,3.1.0
COREP_NSFR,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-005-2020/2022-03-01/mod/corep_nsfr.json,31-Dec-22,,3.1.0
COREP_OF,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-005-2020/2022-03-01/mod/corep_of.json,30-Jun-23,30-Mar-25,3.1.0
GSII,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/gsii/its-005-2020/2022-03-01/mod/gsii.json,30-Jun-23,,1.1.0
IF_CLASS2,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/if/its-002-2021/2022-03-01/mod/if_class2.json,30-Jun-23,30-Mar-25,1.2.0
IF_CLASS3,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/if/its-002-2021/2022-03-01/mod/if_class3.json,30-Jun-23,,1.2.0
IF_GROUPTEST,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/if/its-002-2021/2022-03-01/mod/if_grouptest.json,30-Jun-23,,1.2.0
IF_TM,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/if/its-002-2021/2022-03-01/mod/if_tm.json,31-Dec-99,,1.2.0
COVID19,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrepcovid19/gl-2020-07/2022-06-01/mod/covid19.json,31-Dec-22,,1.0.1
FINREP9,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/finrep/its-005-2020/2022-06-01/mod/finrep9.json,31-Dec-22,,3.1.0
FP,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/fp/gl-2019-05/2022-06-01/mod/fp.json,31-Dec-22,,2.1.0
MREL_DECISIONS,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/mrel/its-008-2020/2022-06-01/mod/mrel_decisions.json,31-Dec-22,,1.0.1
MREL_TLAC,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/mrel/its-006-2020/2022-06-01/mod/mrel_tlac.json,31-Dec-22,30-Dec-24,1.0.1
NOTIF_IMPRACTICABILITY,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/imprac/its-009-2020/2022-06-01/mod/notif_impracticability.json,31-Dec-22,,1.0.1
SBPIMV,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cir-2070-2016/2022-06-01/mod/sbpimv.json,31-Dec-22,29-Sep-23,1.2.1
SBPIMV_Con,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cir-2070-2016/2022-06-01/mod/sbpimv_con.json,30-Sep-22,30-Dec-22,1.2.1
SBP_CR,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cir-2070-2016/2022-06-01/mod/sbp_cr.json,30-Sep-22,29-Sep-23,1.2.1
SBP_IFRS9,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cir-2070-2016/2022-06-01/mod/sbp_ifrs9.json,30-Sep-22,29-Sep-23,1.2.1
SBP_RM,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cir-2070-2016/2022-06-01/mod/sbp_rm.json,30-Sep-22,29-Sep-23,1.2.1
PSD_FRP,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/pay/gl-2020-01/2022-06-01/mod/psd_frp.json,31-Dec-22,,1.0.1
RESOL,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/res/cir-2018-1624/2022-06-01/mod/resol.json,31-Dec-22,,1.2.1
SBPIMV_Ind,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cir-2070-2016/2022-06-01/mod/sbpimv_ind.json,30-Sep-22,30-Dec-22,1.2.1
REM_BM,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/rem/gl-2022-06/2022-09-30/mod/rem_bm.json,31-Dec-22,,2.0.0
REM_GAP,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/rem/gl-2022-06/2022-09-30/mod/rem_gap.json,31-Dec-23,,2.0.0
REM_HE,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/rem/gl-2022-06/2022-09-30/mod/rem_he.json,31-Dec-22,,2.0.0
REM_HR_Country,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/rem/gl-2022-06/2022-09-30/mod/rem_hr_country.json,31-Dec-22,,2.0.0
REM_HR_Institution,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/rem/gl-2022-06/2022-09-30/mod/rem_hr_institution.json,31-Dec-22,,2.0.0
ESG,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/esg/its-2021-637/2023-05-30/mod/esg.json,31-Dec-23,29-Jun-25,1.0.0
IPU,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/ipu/dc-2022-441/2023-05-30/mod/ipu.json,31-Dec-23,,1.0.0
CONDIS,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/pillar3/its-2021-637/2023-05-30/mod/condis.json,31-Dec-23,29-Jun-25,1.0.0
ESGDIS,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/pillar3/its-2021-637/2023-05-30/mod/esgdis.json,31-Dec-23,29-Jun-25,1.0.0
FINDIS,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/pillar3/its-2021-637/2023-05-30/mod/findis.json,31-Dec-23,29-Jun-25,1.0.0
REMDIS,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/pillar3/its-2021-637/2023-05-30/mod/remdis.json,31-Dec-23,29-Jun-25,1.0.0
SBPIMV,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cir-2070-2016/2023-07-31/mod/sbpimv.json,30-Sep-23,,1.3.0
SBP_CR,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cir-2070-2016/2023-07-31/mod/sbp_cr.json,30-Sep-23,,1.3.0
SBP_IFRS9,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cir-2070-2016/2023-07-31/mod/sbp_ifrs9.json,30-Sep-23,,1.3.0
SBP_RM,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/sbp/cir-2070-2016/2023-07-31/mod/sbp_rm.json,30-Sep-23,,1.3.0
IRRBB,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/irrbb/its-2023-03/2023-10-15/mod/irrbb.json,31-Dec-23,29-Sep-24,1.0.0
IRRBB,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/irrbb/its-2023-03/2024-02-29/mod/irrbb.json,30-Sep-24,,1.0.1
MREL_TLAC,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/mrel/its-006-2020/2024-02-29/mod/mrel_tlac.json,30-Jun-24,30-Jun-24,1.1.0
DORA,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/dora/jc-2023-86/2024-07-11/mod/dora.json,31-Jan-25,31-Jan-25,1.0.0
COREP_FRTB,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/corep/its-005-2020/2024-07-11/mod/corep_frtb.json,31-Mar-25,31-Mar-25,3.2.0
FC,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/fc/jc-2020-84/2024-07-11/mod/fc.json,31-Dec-24,,1.0.0
REM_DBM,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/rem/gl-2022-06/2024-07-11/mod/rem_dbm.json,31-Dec-24,,2.1.0
MREL_TLAC,http://www.eba.europa.eu/eu/fr/xbrl/crr/fws/mrel/its-006-2020/2024-07-11/mod/mrel_tlac.json,31-Dec-24,,1.2.0
